kepid,mass,mass_errp,mass_errm,radius,radius_errp,radius_errm,density,density_errp,density_errm,logg,logg_errp,logg_errm,age,age_errp,age_errm,ref
10666592,1.497,0.042,0.04,1.986,0.018000000000000002,0.015,0.269,0.004,0.005,4.017,0.006999999999999999,0.009000000000000001,2.11,0.29,0.24,Silva-Aguirre et al. (2014)
8554498,1.197,0.021,0.029,1.794,0.015,0.015,0.292,0.003,0.003,4.007,0.003,0.003,5.6,0.45,0.42,Silva-Aguirre et al. (2014)
11853905,1.117,0.021,0.029,1.555,0.012,0.012,0.419,0.004,0.006,4.102,0.005,0.004,6.71,0.77,0.67,Silva-Aguirre et al. (2014)
6521045,1.108,0.021,0.019,1.513,0.009000000000000001,0.012,0.454,0.004,0.006,4.125,0.004,0.004,6.5,0.46,0.56,Silva-Aguirre et al. (2014)
8866102,1.228,0.042,0.04,1.357,0.012,0.015,0.695,0.01,0.011,4.262,0.006999999999999999,0.008,2.6,0.56,0.53,Silva-Aguirre et al. (2014)
3544595,0.899,0.009000000000000001,0.009000000000000001,0.916,0.006,0.006,1.653,0.016,0.018000000000000002,4.468,0.003,0.003,6.63,0.62,0.57,Silva-Aguirre et al. (2014)
11904151,0.918,0.011,0.019,1.0659999999999998,0.006,0.009000000000000001,1.068,0.006999999999999999,0.012,4.3439999999999985,0.003,0.003,10.23,0.83,0.67,Silva-Aguirre et al. (2014)
5866724,1.199,0.029,0.03,1.399,0.012,0.012,0.616,0.006999999999999999,0.008,4.224,0.005,0.006999999999999999,3.89,0.59,0.48,Silva-Aguirre et al. (2014)
4914423,1.099,0.019,0.03,1.45,0.009000000000000001,0.009000000000000001,0.507,0.005,0.005,4.155,0.004,0.004,6.67,0.69,0.62,Silva-Aguirre et al. (2014)
8349582,1.068,0.021,0.019,1.4169999999999998,0.012,0.009000000000000001,0.528,0.006,0.005,4.163,0.003,0.004,8.03,0.8,0.7,Silva-Aguirre et al. (2014)
5094751,1.068,0.04,0.04,1.339,0.015,0.018000000000000002,0.628,0.008,0.006999999999999999,4.213,0.008,0.006999999999999999,6.35,1.05,1.05,Silva-Aguirre et al. (2014)
4349452,1.159,0.04,0.051,1.297,0.015,0.015,0.745,0.009000000000000001,0.01,4.275,0.006999999999999999,0.008,3.45,0.81,0.72,Silva-Aguirre et al. (2014)
8478994,0.81,0.019,0.011,0.772,0.003,0.006,2.486,0.022,0.025,4.57,0.003,0.002,5.35,0.91,1.01,Silva-Aguirre et al. (2014)
11295426,1.068,0.011,0.019,1.237,0.006,0.006,0.795,0.005,0.011,4.28,0.003,0.003,6.31,0.32,0.34,Silva-Aguirre et al. (2014)
8292840,1.148,0.051,0.049,1.345,0.015,0.018000000000000002,0.6659999999999999,0.01,0.01,4.24,0.008,0.008,3.85,0.81,0.75,Silva-Aguirre et al. (2014)
11807274,1.239,0.04,0.04,1.582,0.015,0.021,0.444,0.006999999999999999,0.006999999999999999,4.135,0.006999999999999999,0.009000000000000001,3.59,0.78,0.45,Silva-Aguirre et al. (2014)
10514430,1.0590000000000002,0.04,0.021,1.59,0.015,0.018000000000000002,0.374,0.004,0.004,4.061,0.004,0.004,7.84,0.4,0.91,Silva-Aguirre et al. (2014)
3425851,1.178,0.049,0.049,1.36,0.015,0.018000000000000002,0.662,0.009000000000000001,0.008,4.243,0.008,0.008,3.32,0.85,0.64,Silva-Aguirre et al. (2014)
7670943,1.239,0.04,0.051,1.4169999999999998,0.015,0.021,0.616,0.009000000000000001,0.01,4.228,0.008,0.008,2.78,0.62,0.51,Silva-Aguirre et al. (2014)
8077137,1.117,0.04,0.049,1.632,0.018000000000000002,0.009000000000000001,0.361,0.006,0.01,4.056,0.013,0.01,6.23,0.56,1.23,Silva-Aguirre et al. (2014)
10586004,1.178,0.021,0.03,1.653,0.009000000000000001,0.012,0.3670000000000001,0.004,0.005,4.0710000000000015,0.005,0.005,6.43,0.64,0.61,Silva-Aguirre et al. (2014)
11133306,1.0590000000000002,0.04,0.03,1.189,0.012,0.012,0.8909999999999999,0.008,0.009000000000000001,4.314,0.004,0.006999999999999999,5.14,0.86,0.88,Silva-Aguirre et al. (2014)
11401755,1.0590000000000002,0.03,0.021,1.632,0.015,0.021,0.34600000000000003,0.003,0.006,4.039,0.004,0.004,7.1,0.61,0.59,Silva-Aguirre et al. (2014)
4141376,1.019,0.021,0.03,1.039,0.009000000000000001,0.009000000000000001,1.278,0.011,0.013,4.412,0.003,0.004,3.27,0.59,0.64,Silva-Aguirre et al. (2014)
4143755,0.918,0.021,0.03,1.414,0.012,0.013,0.456,0.006,0.006,4.102,0.001,0.002,11.27,1.5,1.35,Silva-Aguirre et al. (2014)
6196457,1.209,0.019,0.03,1.716,0.012,0.012,0.335,0.004,0.004,4.049,0.004,0.005,5.52,0.51,0.48,Silva-Aguirre et al. (2014)
9592705,1.509,0.029,0.021,2.124,0.015,0.012,0.221,0.003,0.003,3.961,0.004,0.003,2.33,0.18,0.16,Silva-Aguirre et al. (2014)
8494142,1.418,0.03,0.019,1.887,0.012,0.012,0.298,0.005,0.004,4.038,0.005,0.005,2.62,0.26,0.24,Silva-Aguirre et al. (2014)
9414417,1.3869999999999998,0.021,0.009000000000000001,1.914,0.015,0.015,0.28,0.004,0.005,4.017,0.004,0.004,2.65,0.14,0.16,Silva-Aguirre et al. (2014)
3632418,1.408,0.021,0.03,1.902,0.018000000000000002,0.012,0.287,0.004,0.005,4.026,0.004,0.004,2.6,0.16,0.16,Silva-Aguirre et al. (2014)
10963065,1.089,0.019,0.03,1.228,0.012,0.009000000000000001,0.823,0.01,0.009000000000000001,4.293,0.004,0.003,4.18,0.53,0.35,Silva-Aguirre et al. (2014)
9955598,0.89,0.009000000000000001,0.011,0.883,0.003,0.006,1.821,0.018000000000000002,0.018000000000000002,4.495,0.002,0.002,6.98,0.4,0.5,Silva-Aguirre et al. (2014)
6278762,0.7390000000000001,0.009000000000000001,0.011,0.748,0.006,0.003,2.498,0.018000000000000002,0.025,4.56,0.003,0.002,11.54,0.99,0.94,Silva-Aguirre et al. (2014)
3427720,1.13,0.04,0.04,1.125,0.014,0.014,0.18946642772684566,0.00978447607683139,0.00978447607683139,4.224850810832162,0.018670197419120103,0.018670197419120103,2.23,0.17,0.17,Metcalfe et al. (2014)
6116048,1.01,0.03,0.03,1.219,0.009000000000000001,0.009000000000000001,0.1331133605345238,0.004958169393952091,0.004958169393952091,4.343310246874942,0.014373240991624282,0.014373240991624282,6.23,0.37,0.37,Metcalfe et al. (2014)
6603624,1.09,0.03,0.03,1.181,0.015,0.015,0.15797493880315303,0.00744819791475076,0.00744819791475076,4.282697506707225,0.016282278714781932,0.016282278714781932,8.11,0.46,0.46,Metcalfe et al. (2014)
6933899,1.14,0.03,0.03,1.599,0.018000000000000002,0.018000000000000002,0.06656881878702736,0.00285577580276371,0.00285577580276371,4.526416285576817,0.015033802071449678,0.015033802071449678,6.87,0.34,0.34,Metcalfe et al. (2014)
7871531,0.84,0.02,0.02,0.8740000000000001,0.008,0.008,0.3003698784875146,0.01095250198740597,0.01095250198740597,4.134367788627745,0.012980934896429016,0.012980934896429016,9.15,0.47,0.47,Metcalfe et al. (2014)
8006161,1.04,0.02,0.02,0.947,0.006999999999999999,0.006999999999999999,0.29234440932768113,0.008680195314567455,0.008680195314567455,4.1112908281285865,0.01056840721315962,0.01056840721315962,5.04,0.17,0.17,Metcalfe et al. (2014)
8394589,0.94,0.04,0.04,1.116,0.019,0.019,0.16145320124316093,0.010759311427145264,0.010759311427145264,4.297824745024241,0.02360799953592349,0.02360799953592349,2.92,0.18,0.18,Metcalfe et al. (2014)
8694723,0.96,0.03,0.03,1.436,0.024,0.024,0.0773961404435995,0.004646085273911564,0.004646085273911564,4.507661856193813,0.0196825561264665,0.0196825561264665,4.9,0.54,0.54,Metcalfe et al. (2014)
8760414,0.78,0.01,0.01,1.01,0.004,0.004,0.1807348371180049,0.0031610263489829154,0.0031610263489829154,4.292172354295625,0.006537096606246295,0.006537096606246295,3.69,0.74,0.74,Metcalfe et al. (2014)
9098294,1.0,0.03,0.03,1.154,0.009000000000000001,0.009000000000000001,0.15534381417691048,0.0059043836736055785,0.0059043836736055785,4.3000358270602455,0.014645292360828113,0.014645292360828113,7.28,0.51,0.51,Metcalfe et al. (2014)
9139151,1.14,0.03,0.03,1.146,0.011,0.011,0.18082663023050205,0.007017619721823093,0.007017619721823093,4.23708859334709,0.014086014011988054,0.014086014011988054,1.71,0.19,0.19,Metcalfe et al. (2014)
10454113,1.19,0.04,0.04,1.25,0.015,0.015,0.14545488559054498,0.0071872647400285814,0.0071872647400285814,4.293897274044402,0.01797566678919163,0.01797566678919163,2.03,0.29,0.29,Metcalfe et al. (2014)
10644253,1.13,0.05,0.05,1.108,0.016,0.016,0.19832184452399548,0.012268938348650085,0.012268938348650085,4.211625286722222,0.023181263729360916,0.023181263729360916,1.07,0.25,0.25,Metcalfe et al. (2014)
11244118,1.1,0.05,0.05,1.589,0.026,0.026,0.06545342610039546,0.004395911298019057,0.004395911298019057,4.536479318677353,0.024050851810597587,0.024050851810597587,6.43,0.58,0.58,Metcalfe et al. (2014)
12009504,1.12,0.03,0.03,1.375,0.015,0.015,0.10285403144246784,0.004423334491834508,0.004423334491834508,4.403011583083201,0.0150994507551168,0.0150994507551168,3.64,0.26,0.26,Metcalfe et al. (2014)
12258514,1.19,0.03,0.03,1.5730000000000002,0.01,0.01,0.07299148245016061,0.0023044599177168518,0.0023044599177168518,4.493534693274864,0.012234420663337216,0.012234420663337216,4.03,0.32,0.32,Metcalfe et al. (2014)
1435467,1.27,0.05,0.05,1.641,0.027000000000000003,0.027000000000000003,0.06861030793093319,0.004284928589120511,0.004284928589120511,4.502037650571049,0.022406070955014054,0.022406070955014054,1.87,0.14,0.14,Metcalfe et al. (2014)
2837475,1.39,0.06,0.06,1.592,0.027000000000000003,0.027000000000000003,0.08224263203875197,0.005552398075982401,0.005552398075982401,4.4364955359700255,0.023680295826507856,0.023680295826507856,0.83,0.12,0.12,Metcalfe et al. (2014)
3733735,1.32,0.04,0.04,1.367,0.023,0.023,0.1233615388316936,0.007222718010389275,0.007222718010389275,4.326587307350613,0.019557599496470318,0.019557599496470318,0.12,0.06,0.06,Metcalfe et al. (2014)
6508366,1.36,0.04,0.04,2.081,0.021,0.021,0.036027494324373834,0.0015269118903719322,0.0015269118903719322,4.678629461473856,0.015474248910397509,0.015474248910397509,2.25,0.15,0.15,Metcalfe et al. (2014)
6679371,1.56,0.03,0.03,2.186,0.015,0.015,0.035652132854248605,0.0009967858969612288,0.0009967858969612288,4.6617999262937255,0.010207501370162587,0.010207501370162587,1.81,0.12,0.12,Metcalfe et al. (2014)
7103006,1.43,0.05,0.05,1.898,0.026,0.026,0.04992968244007074,0.0026826362558771857,0.0026826362558771857,4.576880588138305,0.019325878544196068,0.019325878544196068,1.49,0.14,0.14,Metcalfe et al. (2014)
7206837,1.46,0.05,0.05,1.555,0.016,0.016,0.092698576781874,0.004237981293115804,0.004237981293115804,4.394732140362096,0.017473870582459222,0.017473870582459222,0.22,0.04,0.04,Metcalfe et al. (2014)
8228742,1.27,0.02,0.02,1.809,0.014,0.014,0.05121526345184031,0.0014573696535446065,0.0014573696535446065,4.5866976221844915,0.009536815640871329,0.009536815640871329,3.84,0.29,0.29,Metcalfe et al. (2014)
9139163,1.36,0.03,0.03,1.5319999999999998,0.021,0.021,0.09029714169362388,0.00424920119658275,0.00424920119658275,4.412602831643771,0.01522392247665506,0.01522392247665506,1.07,0.16,0.16,Metcalfe et al. (2014)
9206432,1.4,0.03,0.03,1.479,0.014,0.014,0.10330822610554573,0.003678251228472389,0.003678251228472389,4.369432521736367,0.012484228729147477,0.012484228729147477,0.19,0.07,0.07,Metcalfe et al. (2014)
9812850,1.39,0.05,0.05,1.745,0.024,0.024,0.062451071919034776,0.003444877938160056,0.003444877938160056,4.516200271757122,0.01978215366622621,0.01978215366622621,1.68,0.13,0.13,Metcalfe et al. (2014)
10162436,1.23,0.02,0.02,1.903,0.02,0.02,0.04260888182649462,0.001523607381894614,0.001523607381894614,4.644596674555463,0.0114223424618745,0.0114223424618745,2.86,0.33,0.33,Metcalfe et al. (2014)
10355856,1.32,0.03,0.03,1.6669999999999998,0.015,0.015,0.06802656196063381,0.002409455293006945,0.002409455293006945,4.49892147787098,0.012619561594455956,0.012619561594455956,1.54,0.13,0.13,Metcalfe et al. (2014)
11081729,1.26,0.03,0.03,1.382,0.021,0.021,0.11396140809597495,0.005844653455978152,0.005844653455978152,4.356269750379616,0.016574680109019076,0.016574680109019076,0.86,0.21,0.21,Metcalfe et al. (2014)
11253226,1.41,0.05,0.05,1.551,0.019,0.019,0.09021839775282127,0.004622763595542543,0.004622763595542543,4.407628692392651,0.018723780213392598,0.018723780213392598,0.56,0.2,0.2,Metcalfe et al. (2014)
3424541,1.64,0.04,0.04,2.526,0.065,0.065,0.024291548481427817,0.001971293403811536,0.001971293403811536,4.765647053811747,0.024548729410019527,0.024548729410019527,2.28,0.13,0.13,Metcalfe et al. (2014)
5955122,1.12,0.05,0.05,2.042,0.025,0.025,0.03140235363898082,0.0018459983900144712,0.0018459983900144712,4.746517662252421,0.022402703308834468,0.022402703308834468,5.26,0.58,0.58,Metcalfe et al. (2014)
7747078,1.06,0.05,0.05,1.889,0.023,0.023,0.03754234377376305,0.0022461823834059834,0.0022461823834059834,4.702782259999717,0.02318054325565837,0.02318054325565837,6.26,0.92,0.92,Metcalfe et al. (2014)
7976303,1.1,0.05,0.05,1.961,0.041,0.041,0.03482340989813446,0.0027329658443507195,0.0027329658443507195,4.719186711598162,0.026823677453090642,0.026823677453090642,4.78,0.58,0.58,Metcalfe et al. (2014)
8026226,1.5,0.03,0.03,2.753,0.041,0.041,0.017162636943800106,0.0008431826340422527,0.0008431826340422527,4.879145373151799,0.015528733467686887,0.015528733467686887,2.23,0.13,0.13,Metcalfe et al. (2014)
8524425,1.0,0.07,0.07,1.733,0.015,0.015,0.04586862299737325,0.0034126005479436844,0.0034126005479436844,4.653221334848653,0.03135611338892783,0.03135611338892783,7.98,0.46,0.46,Metcalfe et al. (2014)
10018963,1.18,0.03,0.03,1.915,0.02,0.02,0.04011317729824985,0.0016206319794602544,0.0016206319794602544,4.6680797587239775,0.014207805806368726,0.014207805806368726,4.36,0.34,0.34,Metcalfe et al. (2014)
11026764,1.27,0.06,0.06,2.106,0.025,0.025,0.03245936437222023,0.001939332231292355,0.001939332231292355,4.7187372221637975,0.022978131426464096,0.022978131426464096,5.0,0.53,0.53,Metcalfe et al. (2014)
1430163,1.34,0.06,0.06,1.48,0.03,0.03,0.4099,0.0171,0.0174,4.221,0.013000000000000001,0.013999999999999999,1.9,0.6,0.5,Chaplin et al. (2014)
3456181,1.36,0.07,0.12,2.1,0.05,0.06,0.1463,0.0042,0.004,3.924,0.01,0.012,3.9,1.0,0.5,Chaplin et al. (2014)
3656476,1.1,0.05,0.06,1.34,0.03,0.03,0.4588,0.0109,0.0105,4.225,0.008,0.008,7.2,2.2,1.8,Chaplin et al. (2014)
4586099,1.32,0.08,0.11,1.86,0.04,0.05,0.2049,0.0064,0.0062,4.018,0.012,0.013000000000000001,3.9,0.9,0.6,Chaplin et al. (2014)
4638884,1.39,0.05,0.05,1.89,0.03,0.03,0.207,0.0071,0.0072,4.03,0.011000000000000001,0.012,3.3,0.5,0.5,Chaplin et al. (2014)
4914923,1.19,0.05,0.06,1.42,0.02,0.02,0.4205,0.0045,0.0045,4.212,0.006999999999999999,0.006999999999999999,4.9,1.2,1.1,Chaplin et al. (2014)
5021689,1.22,0.08,0.07,1.79,0.04,0.04,0.2114,0.0045,0.0046,4.016,0.011000000000000001,0.01,5.0,0.6,0.6,Chaplin et al. (2014)
5184732,1.17,0.04,0.04,1.33,0.02,0.02,0.4976,0.0119,0.012,4.258,0.006999999999999999,0.006999999999999999,4.8,1.3,1.2,Chaplin et al. (2014)
5371516,1.51,0.08,0.08,2.08,0.04,0.04,0.1689,0.0038,0.0038,3.983,0.009000000000000001,0.01,2.8,0.5,0.5,Chaplin et al. (2014)
5450445,1.39,0.07,0.06,1.99,0.04,0.04,0.1775,0.0041,0.004,3.985,0.009000000000000001,0.009000000000000001,3.9,0.6,0.6,Chaplin et al. (2014)
5512589,1.09,0.05,0.05,1.65,0.03,0.03,0.2429,0.0064,0.0062,4.04,0.009000000000000001,0.009000000000000001,7.9,1.2,1.1,Chaplin et al. (2014)
5596656,1.14,0.13,0.12,3.67,0.17,0.17,0.0229,0.0009,0.0009,3.362,0.01,0.01,5.9,2.0,1.3,Chaplin et al. (2014)
5773345,1.45,0.06,0.07,2.0,0.03,0.03,0.18,0.0034,0.0034,3.9939999999999998,0.008,0.008,3.5,0.6,0.6,Chaplin et al. (2014)
5774694,1.06,0.05,0.06,1.0,0.03,0.03,1.0618,0.0611,0.0614,4.463,0.017,0.019,1.9,1.9,1.6,Chaplin et al. (2014)
5939450,1.53,0.1,0.09,2.88,0.07,0.06,0.0639,0.0018,0.0017,3.701,0.017,0.013000000000000001,3.0,0.6,0.6,Chaplin et al. (2014)
6106415,1.09,0.05,0.05,1.23,0.02,0.02,0.582,0.0058,0.0057,4.293,0.008,0.008,5.1,1.5,1.4,Chaplin et al. (2014)
6225718,1.17,0.04,0.05,1.24,0.01,0.02,0.6093,0.0062,0.0061,4.316,0.006999999999999999,0.006999999999999999,2.6,0.9,0.8,Chaplin et al. (2014)
6442183,1.08,0.05,0.05,1.71,0.03,0.03,0.2168,0.004,0.004,4.006,0.009000000000000001,0.008,7.8,1.2,1.1,Chaplin et al. (2014)
7282890,1.52,0.1,0.13,2.36,0.06,0.07,0.1157,0.0035,0.0035,3.873,0.012,0.013000000000000001,3.0,0.9,0.6,Chaplin et al. (2014)
7529180,1.39,0.04,0.03,1.49,0.03,0.03,0.4226,0.0248,0.0235,4.236000000000001,0.017,0.017,1.3,0.3,0.3,Chaplin et al. (2014)
7668623,1.39,0.15,0.08,2.29,0.07,0.06,0.1174,0.0041,0.0043,3.8680000000000003,0.015,0.015,3.9,0.6,1.0,Chaplin et al. (2014)
7680114,1.12,0.08,0.06,1.43,0.04,0.03,0.3846,0.0106,0.0105,4.178,0.01,0.01,6.5,1.6,1.5,Chaplin et al. (2014)
7799349,1.55,0.08,0.18,2.96,0.07,0.14,0.0596,0.0017,0.0015,3.682,0.006999999999999999,0.01,3.3,1.4,0.5,Chaplin et al. (2014)
7800289,1.48,0.1,0.1,2.86,0.08,0.08,0.0633,0.0024,0.0023,3.694,0.015,0.013999999999999999,3.2,0.6,0.6,Chaplin et al. (2014)
7940546,1.31,0.08,0.07,1.92,0.04,0.04,0.1846,0.0038,0.0037,3.987,0.009000000000000001,0.009000000000000001,4.2,0.7,0.7,Chaplin et al. (2014)
8179536,1.28,0.06,0.07,1.37,0.03,0.03,0.4992,0.0186,0.0183,4.272,0.012,0.012,2.0,0.9,0.7,Chaplin et al. (2014)
8360349,1.64,0.1,0.14,2.61,0.06,0.08,0.092,0.0026,0.0025,3.818,0.011000000000000001,0.012,2.5,0.8,0.4,Chaplin et al. (2014)
8367710,1.54,0.07,0.08,2.06,0.05,0.05,0.1756,0.0066,0.0066,3.9960000000000004,0.011000000000000001,0.012,2.6,0.5,0.5,Chaplin et al. (2014)
8561221,1.48,0.1,0.14,3.17,0.09,0.12,0.0465,0.0013,0.0013,3.6039999999999996,0.011000000000000001,0.012,3.3,1.1,0.7,Chaplin et al. (2014)
8579578,1.42,0.09,0.11,2.17,0.06,0.05,0.1376,0.0053,0.0051,3.9130000000000003,0.013999999999999999,0.013999999999999999,3.5,0.9,0.7,Chaplin et al. (2014)
8702606,1.3,0.06,0.07,2.49,0.05,0.06,0.0839,0.0023,0.0022,3.7569999999999997,0.006999999999999999,0.006999999999999999,4.7,0.5,0.5,Chaplin et al. (2014)
8738809,1.5,0.08,0.17,2.25,0.06,0.08,0.1294,0.0037,0.0037,3.9,0.011000000000000001,0.015,3.3,1.3,0.5,Chaplin et al. (2014)
8751420,1.34,0.06,0.07,2.74,0.06,0.06,0.0653,0.0014,0.0014,3.6889999999999996,0.006999999999999999,0.006999999999999999,4.4,0.7,0.6,Chaplin et al. (2014)
8938364,0.92,0.06,0.06,1.32,0.03,0.03,0.3968,0.0097,0.0095,4.158,0.009000000000000001,0.01,13.0,2.8,2.7,Chaplin et al. (2014)
9226926,1.39,0.05,0.04,1.64,0.03,0.03,0.3147,0.0126,0.0126,4.151,0.013000000000000001,0.012,2.2,0.3,0.3,Chaplin et al. (2014)
9908400,1.81,0.11,0.15,2.93,0.07,0.08,0.0712,0.0026,0.0024,3.7569999999999997,0.013000000000000001,0.013000000000000001,1.9,0.6,0.3,Chaplin et al. (2014)
10016239,1.23,0.05,0.05,1.28,0.02,0.02,0.5875,0.0185,0.0183,4.313,0.01,0.01,1.8,0.8,0.7,Chaplin et al. (2014)
10068307,1.23,0.15,0.08,2.0,0.08,0.05,0.1546,0.0033,0.0032,3.927,0.018000000000000002,0.012,4.9,0.6,1.2,Chaplin et al. (2014)
10462940,1.2,0.07,0.06,1.26,0.03,0.03,0.6024,0.0296,0.0295,4.317,0.015,0.016,2.5,1.1,1.1,Chaplin et al. (2014)
